序号,编码,日期,价格,商品名称
1,1101010501,2021/1/29,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/1/30,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/1/31,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/1,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/2,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/3,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/4,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/5,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/6,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/7,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/8,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/9,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/10,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/11,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/12,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/13,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/14,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/15,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/16,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/17,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/18,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/19,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/20,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/21,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/22,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/23,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/24,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/25,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/26,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/27,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/2/28,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/1,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/2,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/3,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/4,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/5,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/6,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/7,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/8,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/9,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/10,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/11,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/12,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/13,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/14,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/15,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/16,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/17,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/18,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/19,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/20,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/21,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/22,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/23,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/24,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/25,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/26,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/27,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/28,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/29,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/30,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/3/31,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/1,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/2,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/3,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/4,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/5,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/6,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/7,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/8,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/9,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/10,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/11,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/12,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/13,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/14,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/15,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/16,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/17,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/18,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/19,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/20,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/21,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/22,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/23,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/24,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/25,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/26,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/27,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/28,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/29,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/4/30,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/1,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/2,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/3,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/4,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/5,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/6,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/7,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/8,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/9,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/10,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/11,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/12,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/13,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/14,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/15,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/16,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/17,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/18,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/19,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/20,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/21,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/22,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/23,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/24,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/25,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/26,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/27,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/28,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/29,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/30,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/5/31,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/1,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/2,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/3,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/4,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/5,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/6,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/7,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/8,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/9,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/10,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/11,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/12,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/13,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
1,1101010501,2021/6/14,23.9,【芭芭农场】云南高原水果玉米4支装中大果250g当季新鲜蔬菜
序号,编码,日期,价格,商品名称
2,1101010501,2021/1/18,23.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/19,23.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/20,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/21,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/22,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/23,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/24,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/25,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/26,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/27,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/28,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/29,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/30,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/1/31,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/1,11.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/2,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/3,16.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/4,8.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/5,11.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/6,11.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/7,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/8,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/9,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/10,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/11,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/12,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/13,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/14,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/15,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/16,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/17,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/18,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/19,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/20,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/21,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/22,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/23,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/24,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/25,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/26,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/27,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/2/28,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/1,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/2,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/3,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/4,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/5,10.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/6,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/7,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
