序号,编码,日期,价格,商品名称
2,1101010501,2021/3/8,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/9,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/10,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/11,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/12,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/13,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/14,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/15,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/16,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/17,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/18,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/19,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/20,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/21,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/22,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/23,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/24,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/25,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/26,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/27,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/28,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/29,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/30,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/3/31,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/1,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/2,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/3,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/4,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/5,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/6,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/7,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/8,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/9,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/10,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/11,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/12,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/13,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/14,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/15,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/16,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/17,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/18,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/19,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/20,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/21,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/22,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/23,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/24,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/25,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/26,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/27,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/28,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/29,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/4/30,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/1,13.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/2,14.3,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/3,14.3,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/4,14.3,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/5,14.3,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/6,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/7,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/8,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/9,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/10,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/11,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/12,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/13,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/14,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/15,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/16,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/17,17.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/18,12.4,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/19,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/20,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/21,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/22,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/23,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/24,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/25,17.8,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/26,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/27,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/28,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/29,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/30,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/5/31,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/1,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/2,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/3,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/4,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/5,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/6,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/7,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/8,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/9,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/10,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/11,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/12,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/13,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
2,1101010501,2021/6/14,14.9,云南金银水果玉米10斤蔬菜生吃甜新鲜玉米棒子粒粘糯黏苞谷米包邮
序号,编码,日期,价格,商品名称
3,1101010501,2019/9/18,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/19,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/20,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/21,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/22,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/23,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/24,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/25,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/26,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/27,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/28,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/29,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/9/30,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/1,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/2,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/3,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/4,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/5,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/6,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/7,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/8,39.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/9,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/10,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/11,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/12,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/13,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/14,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/15,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/16,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/17,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/18,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/19,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/20,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/21,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/22,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/23,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/24,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/25,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/26,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/27,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/28,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/29,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/30,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/10/31,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/1,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/2,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/3,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/4,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/5,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/6,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/7,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/8,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/9,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/10,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/11,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/12,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/13,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/14,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/15,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/16,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/17,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/18,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/19,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/20,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/21,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/22,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/23,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/24,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/25,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/26,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/27,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/28,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/29,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/11/30,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/1,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/2,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/3,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/4,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/5,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/6,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/7,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/8,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
3,1101010501,2019/12/9,19.9,小白嘴白山药铁棍山药新鲜蔬菜铁杆淮山药5斤 非河南焦作温县垆土
